t,U
65.90447727,-1.658944935
65.94597727,-1.57839613
65.98747727,-1.509354296
66.01811364,-1.57839613
66.05961364,-1.57839613
66.10111364,-1.486340352
66.14261364,-1.37127063
66.18411364,-1.161268387
66.22561364,-0.9138684839
66.26711364,-0.7240034422
66.30861364,-0.3126291851
66.3522096,0.1233572069
66.38972727,0.5829009282
66.42179545,1.319306054
66.44631818,2.113424126
66.47272727,2.899254437
66.49913636,3.749691603
66.52743182,4.535961417
66.54818182,5.327944762
66.57836364,6.150693276
66.60854545,7.139573702
66.63495455,7.988692361
66.66136364,8.737604469
66.68777273,9.444324347
66.71229545,10.19775705
66.73870455,10.86680529
66.77265909,11.4590034
66.81415909,11.67188239
66.84811364,11.19228822
66.87075,10.45271868
66.87640909,9.766040112
66.89527273,9.054046206
66.90281818,8.373696473
66.91413636,7.424371264
66.92922727,6.395935622
66.93677273,5.378048037
66.94431818,4.550025494
66.95563636,3.500493736
66.9694697,2.503702267
66.97701515,1.586021232
66.98581818,0.8265610651
66.98959091,-0.1508922978
67.00656818,-1.019349063
67.01788636,-1.546751956
67.02228788,-2.42224076
67.03109091,-3.11313855
67.04240909,-3.888420804
67.07447727,-4.834869269
67.11597727,-4.869390186
67.15747727,-4.268150887
67.19897727,-3.825132457
67.24047727,-3.523074436
67.28197727,-3.44252563
67.32347727,-3.23540013
67.36497727,-2.982246741
67.40647727,-2.683065463
67.44797727,-2.435665561
67.48947727,-2.314842352
67.53097727,-2.061688963
67.57247727,-1.831549519
67.61397727,-1.831549519
67.65547727,-1.78552163
67.69697727,-1.704972824
67.73847727,-1.658944935
67.77997727,-1.57839613
67.82147727,-1.647437963
67.86297727,-1.704972824
67.90447727,-1.658944935
67.94597727,-1.57839613
67.98747727,-1.509354296
68.01811364,-1.57839613
68.05961364,-1.57839613
68.10111364,-1.486340352
68.14261364,-1.37127063
68.18411364,-1.161268387
68.22561364,-0.9138684839
68.26711364,-0.7240034422
68.30861364,-0.3126291851
68.3522096,0.1233572069
68.38972727,0.5829009282
68.42179545,1.319306054
68.44631818,2.113424126
68.47272727,2.899254437
68.49913636,3.749691603
68.52743182,4.535961417
68.54818182,5.327944762
68.57836364,6.150693276
68.60854545,7.139573702
68.63495455,7.988692361
68.66136364,8.737604469
68.68777273,9.444324347
68.71229545,10.19775705
68.73870455,10.86680529
68.77265909,11.4590034
68.81415909,11.67188239
68.84811364,11.19228822
68.87075,10.45271868
68.87640909,9.766040112
68.89527273,9.054046206
68.90281818,8.373696473
68.91413636,7.424371264
68.92922727,6.395935622
68.93677273,5.378048037
68.94431818,4.550025494
68.95563636,3.500493736
68.9694697,2.503702267
68.97701515,1.586021232
68.98581818,0.8265610651
68.98959091,-0.1508922978
69.00656818,-1.019349063
69.01788636,-1.546751956
69.02228788,-2.42224076
69.03109091,-3.11313855
69.04240909,-3.888420804
69.07447727,-4.834869269
69.11597727,-4.869390186
69.15747727,-4.268150887
69.19897727,-3.825132457
69.24047727,-3.523074436
69.28197727,-3.44252563
69.32347727,-3.23540013
69.36497727,-2.982246741
69.40647727,-2.683065463
69.44797727,-2.435665561
69.48947727,-2.314842352
69.53097727,-2.061688963
69.57247727,-1.831549519
69.61397727,-1.831549519
69.65547727,-1.78552163
69.69697727,-1.704972824
69.73847727,-1.658944935
69.77997727,-1.57839613
69.82147727,-1.647437963
69.86297727,-1.704972824
69.90447727,-1.658944935
69.94597727,-1.57839613
69.98747727,-1.509354296
70.01811364,-1.57839613
70.05961364,-1.57839613
70.10111364,-1.486340352
70.14261364,-1.37127063
70.18411364,-1.161268387
70.22561364,-0.9138684839
70.26711364,-0.7240034422
70.30861364,-0.3126291851
70.3522096,0.1233572069
70.38972727,0.5829009282
70.42179545,1.319306054
70.44631818,2.113424126
70.47272727,2.899254437
70.49913636,3.749691603
70.52743182,4.535961417
70.54818182,5.327944762
70.57836364,6.150693276
70.60854545,7.139573702
70.63495455,7.988692361
70.66136364,8.737604469
70.68777273,9.444324347
70.71229545,10.19775705
70.73870455,10.86680529
70.77265909,11.4590034
70.81415909,11.67188239
70.84811364,11.19228822
70.87075,10.45271868
70.87640909,9.766040112
70.89527273,9.054046206
70.90281818,8.373696473
70.91413636,7.424371264
70.92922727,6.395935622
70.93677273,5.378048037
70.94431818,4.550025494
70.95563636,3.500493736
70.9694697,2.503702267
70.97701515,1.586021232
70.98581818,0.8265610651
70.98959091,-0.1508922978
71.00656818,-1.019349063
71.01788636,-1.546751956
71.02228788,-2.42224076
71.03109091,-3.11313855
71.04240909,-3.888420804
71.07447727,-4.834869269
71.11597727,-4.869390186
71.15747727,-4.268150887
71.19897727,-3.825132457
71.24047727,-3.523074436
71.28197727,-3.44252563
71.32347727,-3.23540013
71.36497727,-2.982246741
71.40647727,-2.683065463
71.44797727,-2.435665561
71.48947727,-2.314842352
71.53097727,-2.061688963
71.57247727,-1.831549519
71.61397727,-1.831549519
71.65547727,-1.78552163
71.69697727,-1.704972824
71.73847727,-1.658944935
71.77997727,-1.57839613
71.82147727,-1.647437963
71.86297727,-1.704972824
71.90447727,-1.658944935
71.94597727,-1.57839613
71.98747727,-1.509354296
72.01811364,-1.57839613
72.05961364,-1.57839613
72.10111364,-1.486340352
72.14261364,-1.37127063
72.18411364,-1.161268387
72.22561364,-0.9138684839
72.26711364,-0.7240034422
72.30861364,-0.3126291851
72.3522096,0.1233572069
72.38972727,0.5829009282
72.42179545,1.319306054
72.44631818,2.113424126
72.47272727,2.899254437
72.49913636,3.749691603
72.52743182,4.535961417
72.54818182,5.327944762
72.57836364,6.150693276
72.60854545,7.139573702
72.63495455,7.988692361
72.66136364,8.737604469
72.68777273,9.444324347
72.71229545,10.19775705
72.73870455,10.86680529
72.77265909,11.4590034
72.81415909,11.67188239
72.84811364,11.19228822
72.87075,10.45271868
72.87640909,9.766040112
72.89527273,9.054046206
72.90281818,8.373696473
72.91413636,7.424371264
72.92922727,6.395935622
72.93677273,5.378048037
72.94431818,4.550025494
72.95563636,3.500493736
72.9694697,2.503702267
72.97701515,1.586021232
72.98581818,0.8265610651
72.98959091,-0.1508922978
73.00656818,-1.019349063
73.01788636,-1.546751956
73.02228788,-2.42224076
73.03109091,-3.11313855
73.04240909,-3.888420804
73.07447727,-4.834869269
73.11597727,-4.869390186
73.15747727,-4.268150887
73.19897727,-3.825132457
73.24047727,-3.523074436
73.28197727,-3.44252563
73.32347727,-3.23540013
73.36497727,-2.982246741
73.40647727,-2.683065463
73.44797727,-2.435665561
73.48947727,-2.314842352
73.53097727,-2.061688963
73.57247727,-1.831549519
73.61397727,-1.831549519
73.65547727,-1.78552163
73.69697727,-1.704972824
73.73847727,-1.658944935
73.77997727,-1.57839613
73.82147727,-1.647437963
73.86297727,-1.704972824
73.90447727,-1.658944935
73.94597727,-1.57839613
73.98747727,-1.509354296
74.01811364,-1.57839613
74.05961364,-1.57839613
74.10111364,-1.486340352
74.14261364,-1.37127063
74.18411364,-1.161268387
74.22561364,-0.9138684839
74.26711364,-0.7240034422
74.30861364,-0.3126291851
74.3522096,0.1233572069
74.38972727,0.5829009282
74.42179545,1.319306054
74.44631818,2.113424126
74.47272727,2.899254437
74.49913636,3.749691603
74.52743182,4.535961417
74.54818182,5.327944762
74.57836364,6.150693276
74.60854545,7.139573702
74.63495455,7.988692361
74.66136364,8.737604469
74.68777273,9.444324347
74.71229545,10.19775705
74.73870455,10.86680529
74.77265909,11.4590034
74.81415909,11.67188239
74.84811364,11.19228822
74.87075,10.45271868
74.87640909,9.766040112
74.89527273,9.054046206
74.90281818,8.373696473
74.91413636,7.424371264
74.92922727,6.395935622
74.93677273,5.378048037
74.94431818,4.550025494
74.95563636,3.500493736
74.9694697,2.503702267
74.97701515,1.586021232
74.98581818,0.8265610651
74.98959091,-0.1508922978
75.00656818,-1.019349063
75.01788636,-1.546751956
75.02228788,-2.42224076
75.03109091,-3.11313855
75.04240909,-3.888420804
75.07447727,-4.834869269
75.11597727,-4.869390186
75.15747727,-4.268150887
75.19897727,-3.825132457
75.24047727,-3.523074436
75.28197727,-3.44252563
75.32347727,-3.23540013
75.36497727,-2.982246741
75.40647727,-2.683065463
75.44797727,-2.435665561
75.48947727,-2.314842352
75.53097727,-2.061688963
75.57247727,-1.831549519
75.61397727,-1.831549519
75.65547727,-1.78552163
75.69697727,-1.704972824
75.73847727,-1.658944935
75.77997727,-1.57839613
75.82147727,-1.647437963
75.86297727,-1.704972824
75.90447727,-1.658944935
75.94597727,-1.57839613
75.98747727,-1.509354296
76.01811364,-1.57839613
76.05961364,-1.57839613
76.10111364,-1.486340352
76.14261364,-1.37127063
76.18411364,-1.161268387
76.22561364,-0.9138684839
76.26711364,-0.7240034422
76.30861364,-0.3126291851
76.3522096,0.1233572069
76.38972727,0.5829009282
76.42179545,1.319306054
76.44631818,2.113424126
76.47272727,2.899254437
76.49913636,3.749691603
76.52743182,4.535961417
76.54818182,5.327944762
76.57836364,6.150693276
76.60854545,7.139573702
76.63495455,7.988692361
76.66136364,8.737604469
76.68777273,9.444324347
76.71229545,10.19775705
76.73870455,10.86680529
76.77265909,11.4590034
76.81415909,11.67188239
76.84811364,11.19228822
76.87075,10.45271868
76.87640909,9.766040112
76.89527273,9.054046206
76.90281818,8.373696473
76.91413636,7.424371264
76.92922727,6.395935622
76.93677273,5.378048037
76.94431818,4.550025494
76.95563636,3.500493736
76.9694697,2.503702267
76.97701515,1.586021232
76.98581818,0.8265610651
76.98959091,-0.1508922978
77.00656818,-1.019349063
77.01788636,-1.546751956
77.02228788,-2.42224076
77.03109091,-3.11313855
77.04240909,-3.888420804
77.07447727,-4.834869269
77.11597727,-4.869390186
77.15747727,-4.268150887
77.19897727,-3.825132457
77.24047727,-3.523074436
77.28197727,-3.44252563
77.32347727,-3.23540013
77.36497727,-2.982246741
77.40647727,-2.683065463
77.44797727,-2.435665561
77.48947727,-2.314842352
77.53097727,-2.061688963
77.57247727,-1.831549519
77.61397727,-1.831549519
77.65547727,-1.78552163
77.69697727,-1.704972824
77.73847727,-1.658944935
77.77997727,-1.57839613
77.82147727,-1.647437963
77.86297727,-1.704972824
77.90447727,-1.658944935
77.94597727,-1.57839613
77.98747727,-1.509354296
78.01811364,-1.57839613
78.05961364,-1.57839613
78.10111364,-1.486340352
78.14261364,-1.37127063
78.18411364,-1.161268387
78.22561364,-0.9138684839
78.26711364,-0.7240034422
78.30861364,-0.3126291851
78.3522096,0.1233572069
78.38972727,0.5829009282
78.42179545,1.319306054
78.44631818,2.113424126
78.47272727,2.899254437
78.49913636,3.749691603
78.52743182,4.535961417
78.54818182,5.327944762
78.57836364,6.150693276
78.60854545,7.139573702
78.63495455,7.988692361
78.66136364,8.737604469
78.68777273,9.444324347
78.71229545,10.19775705
78.73870455,10.86680529
78.77265909,11.4590034
78.81415909,11.67188239
78.84811364,11.19228822
78.87075,10.45271868
78.87640909,9.766040112
78.89527273,9.054046206
78.90281818,8.373696473
78.91413636,7.424371264
78.92922727,6.395935622
78.93677273,5.378048037
78.94431818,4.550025494
78.95563636,3.500493736
78.9694697,2.503702267
78.97701515,1.586021232
78.98581818,0.8265610651
78.98959091,-0.1508922978
79.00656818,-1.019349063
79.01788636,-1.546751956
79.02228788,-2.42224076
79.03109091,-3.11313855
79.04240909,-3.888420804
79.07447727,-4.834869269
79.11597727,-4.869390186
79.15747727,-4.268150887
79.19897727,-3.825132457
79.24047727,-3.523074436
79.28197727,-3.44252563
79.32347727,-3.23540013
79.36497727,-2.982246741
79.40647727,-2.683065463
79.44797727,-2.435665561
79.48947727,-2.314842352
79.53097727,-2.061688963
79.57247727,-1.831549519
79.61397727,-1.831549519
79.65547727,-1.78552163
79.69697727,-1.704972824
79.73847727,-1.658944935
79.77997727,-1.57839613
79.82147727,-1.647437963
79.86297727,-1.704972824
79.90447727,-1.658944935
79.94597727,-1.57839613
79.98747727,-1.509354296
80.01811364,-1.57839613
80.05961364,-1.57839613
80.10111364,-1.486340352
80.14261364,-1.37127063
80.18411364,-1.161268387
80.22561364,-0.9138684839
80.26711364,-0.7240034422
80.30861364,-0.3126291851
80.3522096,0.1233572069
80.38972727,0.5829009282
80.42179545,1.319306054
80.44631818,2.113424126
80.47272727,2.899254437
80.49913636,3.749691603
80.52743182,4.535961417
80.54818182,5.327944762
80.57836364,6.150693276
80.60854545,7.139573702
80.63495455,7.988692361
80.66136364,8.737604469
80.68777273,9.444324347
80.71229545,10.19775705
80.73870455,10.86680529
80.77265909,11.4590034
80.81415909,11.67188239
80.84811364,11.19228822
80.87075,10.45271868
80.87640909,9.766040112
80.89527273,9.054046206
80.90281818,8.373696473
80.91413636,7.424371264
80.92922727,6.395935622
80.93677273,5.378048037
80.94431818,4.550025494
80.95563636,3.500493736
80.9694697,2.503702267
80.97701515,1.586021232
80.98581818,0.8265610651
80.98959091,-0.1508922978
81.00656818,-1.019349063
81.01788636,-1.546751956
81.02228788,-2.42224076
81.03109091,-3.11313855
81.04240909,-3.888420804
81.07447727,-4.834869269
81.11597727,-4.869390186
81.15747727,-4.268150887
81.19897727,-3.825132457
81.24047727,-3.523074436
81.28197727,-3.44252563
81.32347727,-3.23540013
81.36497727,-2.982246741
81.40647727,-2.683065463
81.44797727,-2.435665561
81.48947727,-2.314842352
81.53097727,-2.061688963
81.57247727,-1.831549519
81.61397727,-1.831549519
81.65547727,-1.78552163
81.69697727,-1.704972824
81.73847727,-1.658944935
81.77997727,-1.57839613
81.82147727,-1.647437963
81.86297727,-1.704972824
81.90447727,-1.658944935
81.94597727,-1.57839613
81.98747727,-1.509354296
82.01811364,-1.57839613
82.05961364,-1.57839613
82.10111364,-1.486340352
82.14261364,-1.37127063
82.18411364,-1.161268387
82.22561364,-0.9138684839
82.26711364,-0.7240034422
82.30861364,-0.3126291851
82.3522096,0.1233572069
82.38972727,0.5829009282
82.42179545,1.319306054
82.44631818,2.113424126
82.47272727,2.899254437
82.49913636,3.749691603
82.52743182,4.535961417
82.54818182,5.327944762
82.57836364,6.150693276
82.60854545,7.139573702
82.63495455,7.988692361
82.66136364,8.737604469
82.68777273,9.444324347
82.71229545,10.19775705
82.73870455,10.86680529
82.77265909,11.4590034
82.81415909,11.67188239
82.84811364,11.19228822
82.87075,10.45271868
82.87640909,9.766040112
82.89527273,9.054046206
82.90281818,8.373696473
82.91413636,7.424371264
82.92922727,6.395935622
82.93677273,5.378048037
82.94431818,4.550025494
82.95563636,3.500493736
82.9694697,2.503702267
82.97701515,1.586021232
82.98581818,0.8265610651
82.98959091,-0.1508922978
83.00656818,-1.019349063
83.01788636,-1.546751956
83.02228788,-2.42224076
83.03109091,-3.11313855
83.04240909,-3.888420804
83.07447727,-4.834869269
83.11597727,-4.869390186
83.15747727,-4.268150887
83.19897727,-3.825132457
83.24047727,-3.523074436
83.28197727,-3.44252563
83.32347727,-3.23540013
83.36497727,-2.982246741
83.40647727,-2.683065463
83.44797727,-2.435665561
83.48947727,-2.314842352
83.53097727,-2.061688963
83.57247727,-1.831549519
83.61397727,-1.831549519
83.65547727,-1.78552163
83.69697727,-1.704972824
83.73847727,-1.658944935
83.77997727,-1.57839613
83.82147727,-1.647437963
83.86297727,-1.704972824
83.90447727,-1.658944935
83.94597727,-1.57839613
83.98747727,-1.509354296
84.01811364,-1.57839613
84.05961364,-1.57839613
84.10111364,-1.486340352
84.14261364,-1.37127063
84.18411364,-1.161268387
84.22561364,-0.9138684839
84.26711364,-0.7240034422
84.30861364,-0.3126291851
84.3522096,0.1233572069
84.38972727,0.5829009282
84.42179545,1.319306054
84.44631818,2.113424126
84.47272727,2.899254437
84.49913636,3.749691603
84.52743182,4.535961417
84.54818182,5.327944762
84.57836364,6.150693276
84.60854545,7.139573702
84.63495455,7.988692361
84.66136364,8.737604469
84.68777273,9.444324347
84.71229545,10.19775705
84.73870455,10.86680529
84.77265909,11.4590034
84.81415909,11.67188239
84.84811364,11.19228822
84.87075,10.45271868
84.87640909,9.766040112
84.89527273,9.054046206
84.90281818,8.373696473
84.91413636,7.424371264
84.92922727,6.395935622
84.93677273,5.378048037
84.94431818,4.550025494
84.95563636,3.500493736
84.9694697,2.503702267
84.97701515,1.586021232
84.98581818,0.8265610651
84.98959091,-0.1508922978
85.00656818,-1.019349063
85.01788636,-1.546751956
85.02228788,-2.42224076
85.03109091,-3.11313855
85.04240909,-3.888420804
85.07447727,-4.834869269
85.11597727,-4.869390186
85.15747727,-4.268150887
85.19897727,-3.825132457
85.24047727,-3.523074436
85.28197727,-3.44252563
85.32347727,-3.23540013
85.36497727,-2.982246741
85.40647727,-2.683065463
85.44797727,-2.435665561
85.48947727,-2.314842352
85.53097727,-2.061688963
85.57247727,-1.831549519
85.61397727,-1.831549519
85.65547727,-1.78552163
85.69697727,-1.704972824
85.73847727,-1.658944935
85.77997727,-1.57839613
85.82147727,-1.647437963
85.86297727,-1.704972824
85.90447727,-1.658944935
85.94597727,-1.57839613
85.98747727,-1.509354296
86.01811364,-1.57839613
86.05961364,-1.57839613
86.10111364,-1.486340352
86.14261364,-1.37127063
86.18411364,-1.161268387
86.22561364,-0.9138684839
86.26711364,-0.7240034422
86.30861364,-0.3126291851
86.3522096,0.1233572069
86.38972727,0.5829009282
86.42179545,1.319306054
86.44631818,2.113424126
86.47272727,2.899254437
86.49913636,3.749691603
86.52743182,4.535961417
86.54818182,5.327944762
86.57836364,6.150693276
86.60854545,7.139573702
86.63495455,7.988692361
86.66136364,8.737604469
86.68777273,9.444324347
86.71229545,10.19775705
86.73870455,10.86680529
86.77265909,11.4590034
86.81415909,11.67188239
86.84811364,11.19228822
86.87075,10.45271868
86.87640909,9.766040112
86.89527273,9.054046206
86.90281818,8.373696473
86.91413636,7.424371264
86.92922727,6.395935622
86.93677273,5.378048037
86.94431818,4.550025494
86.95563636,3.500493736
86.9694697,2.503702267
86.97701515,1.586021232
86.98581818,0.8265610651
86.98959091,-0.1508922978
87.00656818,-1.019349063
87.01788636,-1.546751956
87.02228788,-2.42224076
87.03109091,-3.11313855
87.04240909,-3.888420804
87.07447727,-4.834869269
87.11597727,-4.869390186
87.15747727,-4.268150887
87.19897727,-3.825132457
87.24047727,-3.523074436
87.28197727,-3.44252563
87.32347727,-3.23540013
87.36497727,-2.982246741
87.40647727,-2.683065463
87.44797727,-2.435665561
87.48947727,-2.314842352
87.53097727,-2.061688963
87.57247727,-1.831549519
87.61397727,-1.831549519
87.65547727,-1.78552163
87.69697727,-1.704972824
87.73847727,-1.658944935
87.77997727,-1.57839613
87.82147727,-1.647437963
87.86297727,-1.704972824
87.90447727,-1.658944935
87.94597727,-1.57839613
87.98747727,-1.509354296
88.01811364,-1.57839613
88.05961364,-1.57839613
88.10111364,-1.486340352
88.14261364,-1.37127063
88.18411364,-1.161268387
88.22561364,-0.9138684839
88.26711364,-0.7240034422
88.30861364,-0.3126291851
88.3522096,0.1233572069
88.38972727,0.5829009282
88.42179545,1.319306054
88.44631818,2.113424126
88.47272727,2.899254437
88.49913636,3.749691603
88.52743182,4.535961417
88.54818182,5.327944762
88.57836364,6.150693276
88.60854545,7.139573702
88.63495455,7.988692361
88.66136364,8.737604469
88.68777273,9.444324347
88.71229545,10.19775705
88.73870455,10.86680529
88.77265909,11.4590034
88.81415909,11.67188239
88.84811364,11.19228822
88.87075,10.45271868
88.87640909,9.766040112
88.89527273,9.054046206
88.90281818,8.373696473
88.91413636,7.424371264
88.92922727,6.395935622
88.93677273,5.378048037
88.94431818,4.550025494
88.95563636,3.500493736
88.9694697,2.503702267
88.97701515,1.586021232
88.98581818,0.8265610651
88.98959091,-0.1508922978
89.00656818,-1.019349063
89.01788636,-1.546751956
89.02228788,-2.42224076
89.03109091,-3.11313855
89.04240909,-3.888420804
89.07447727,-4.834869269
89.11597727,-4.869390186
89.15747727,-4.268150887
89.19897727,-3.825132457
89.24047727,-3.523074436
89.28197727,-3.44252563
89.32347727,-3.23540013
89.36497727,-2.982246741
89.40647727,-2.683065463
89.44797727,-2.435665561
89.48947727,-2.314842352
89.53097727,-2.061688963
89.57247727,-1.831549519
89.61397727,-1.831549519
89.65547727,-1.78552163
89.69697727,-1.704972824
89.73847727,-1.658944935
89.77997727,-1.57839613
89.82147727,-1.647437963
89.86297727,-1.704972824
89.90447727,-1.658944935
89.94597727,-1.57839613
89.98747727,-1.509354296
90.01811364,-1.57839613
90.05961364,-1.57839613
90.10111364,-1.486340352
90.14261364,-1.37127063
90.18411364,-1.161268387
90.22561364,-0.9138684839
90.26711364,-0.7240034422
90.30861364,-0.3126291851
90.3522096,0.1233572069
90.38972727,0.5829009282
90.42179545,1.319306054
90.44631818,2.113424126
90.47272727,2.899254437
90.49913636,3.749691603
90.52743182,4.535961417
90.54818182,5.327944762
90.57836364,6.150693276
90.60854545,7.139573702
90.63495455,7.988692361
90.66136364,8.737604469
90.68777273,9.444324347
90.71229545,10.19775705
90.73870455,10.86680529
90.77265909,11.4590034
90.81415909,11.67188239
90.84811364,11.19228822
90.87075,10.45271868
90.87640909,9.766040112
90.89527273,9.054046206
90.90281818,8.373696473
90.91413636,7.424371264
90.92922727,6.395935622
90.93677273,5.378048037
90.94431818,4.550025494
90.95563636,3.500493736
90.9694697,2.503702267
90.97701515,1.586021232
90.98581818,0.8265610651
90.98959091,-0.1508922978
91.00656818,-1.019349063
91.01788636,-1.546751956
91.02228788,-2.42224076
91.03109091,-3.11313855
91.04240909,-3.888420804
91.07447727,-4.834869269
91.11597727,-4.869390186
91.15747727,-4.268150887
91.19897727,-3.825132457
91.24047727,-3.523074436
91.28197727,-3.44252563
91.32347727,-3.23540013
91.36497727,-2.982246741
91.40647727,-2.683065463
91.44797727,-2.435665561
91.48947727,-2.314842352
91.53097727,-2.061688963
91.57247727,-1.831549519
91.61397727,-1.831549519
91.65547727,-1.78552163
91.69697727,-1.704972824
91.73847727,-1.658944935
91.77997727,-1.57839613
91.82147727,-1.647437963
91.86297727,-1.704972824
91.90447727,-1.658944935
91.94597727,-1.57839613
91.98747727,-1.509354296
92.01811364,-1.57839613
92.05961364,-1.57839613
92.10111364,-1.486340352
92.14261364,-1.37127063
92.18411364,-1.161268387
92.22561364,-0.9138684839
92.26711364,-0.7240034422
92.30861364,-0.3126291851
92.3522096,0.1233572069
92.38972727,0.5829009282
92.42179545,1.319306054
92.44631818,2.113424126
92.47272727,2.899254437
92.49913636,3.749691603
92.52743182,4.535961417
92.54818182,5.327944762
92.57836364,6.150693276
92.60854545,7.139573702
92.63495455,7.988692361
92.66136364,8.737604469
92.68777273,9.444324347
92.71229545,10.19775705
92.73870455,10.86680529
92.77265909,11.4590034
92.81415909,11.67188239
92.84811364,11.19228822
92.87075,10.45271868
92.87640909,9.766040112
92.89527273,9.054046206
92.90281818,8.373696473
92.91413636,7.424371264
92.92922727,6.395935622
92.93677273,5.378048037
92.94431818,4.550025494
92.95563636,3.500493736
92.9694697,2.503702267
92.97701515,1.586021232
92.98581818,0.8265610651
92.98959091,-0.1508922978
93.00656818,-1.019349063
93.01788636,-1.546751956
93.02228788,-2.42224076
93.03109091,-3.11313855
93.04240909,-3.888420804
93.07447727,-4.834869269
93.11597727,-4.869390186
93.15747727,-4.268150887
93.19897727,-3.825132457
93.24047727,-3.523074436
93.28197727,-3.44252563
93.32347727,-3.23540013
93.36497727,-2.982246741
93.40647727,-2.683065463
93.44797727,-2.435665561
93.48947727,-2.314842352
93.53097727,-2.061688963
93.57247727,-1.831549519
93.61397727,-1.831549519
93.65547727,-1.78552163
93.69697727,-1.704972824
93.73847727,-1.658944935
93.77997727,-1.57839613
93.82147727,-1.647437963
93.86297727,-1.704972824
93.90447727,-1.658944935
93.94597727,-1.57839613
93.98747727,-1.509354296
94.01811364,-1.57839613
94.05961364,-1.57839613
94.10111364,-1.486340352
94.14261364,-1.37127063
94.18411364,-1.161268387
94.22561364,-0.9138684839
94.26711364,-0.7240034422
94.30861364,-0.3126291851
94.3522096,0.1233572069
94.38972727,0.5829009282
94.42179545,1.319306054
94.44631818,2.113424126
94.47272727,2.899254437
94.49913636,3.749691603
94.52743182,4.535961417
94.54818182,5.327944762
94.57836364,6.150693276
94.60854545,7.139573702
94.63495455,7.988692361
94.66136364,8.737604469
94.68777273,9.444324347
94.71229545,10.19775705
94.73870455,10.86680529
94.77265909,11.4590034
94.81415909,11.67188239
94.84811364,11.19228822
94.87075,10.45271868
94.87640909,9.766040112
94.89527273,9.054046206
94.90281818,8.373696473
94.91413636,7.424371264
94.92922727,6.395935622
94.93677273,5.378048037
94.94431818,4.550025494
94.95563636,3.500493736
94.9694697,2.503702267
94.97701515,1.586021232
94.98581818,0.8265610651
94.98959091,-0.1508922978
95.00656818,-1.019349063
95.01788636,-1.546751956
95.02228788,-2.42224076
95.03109091,-3.11313855
95.04240909,-3.888420804
95.07447727,-4.834869269
95.11597727,-4.869390186
95.15747727,-4.268150887
95.19897727,-3.825132457
95.24047727,-3.523074436
95.28197727,-3.44252563
95.32347727,-3.23540013
95.36497727,-2.982246741
95.40647727,-2.683065463
95.44797727,-2.435665561
95.48947727,-2.314842352
95.53097727,-2.061688963
95.57247727,-1.831549519
95.61397727,-1.831549519
95.65547727,-1.78552163
95.69697727,-1.704972824
95.73847727,-1.658944935
95.77997727,-1.57839613
95.82147727,-1.647437963
95.86297727,-1.704972824
95.90447727,-1.658944935
95.94597727,-1.57839613
95.98747727,-1.509354296
96.01811364,-1.57839613
96.05961364,-1.57839613
96.10111364,-1.486340352
96.14261364,-1.37127063
96.18411364,-1.161268387
96.22561364,-0.9138684839
96.26711364,-0.7240034422
96.30861364,-0.3126291851
96.3522096,0.1233572069
96.38972727,0.5829009282
96.42179545,1.319306054
96.44631818,2.113424126
96.47272727,2.899254437
96.49913636,3.749691603
96.52743182,4.535961417
96.54818182,5.327944762
96.57836364,6.150693276
96.60854545,7.139573702
96.63495455,7.988692361
96.66136364,8.737604469
96.68777273,9.444324347
96.71229545,10.19775705
96.73870455,10.86680529
96.77265909,11.4590034
96.81415909,11.67188239
96.84811364,11.19228822
96.87075,10.45271868
96.87640909,9.766040112
96.89527273,9.054046206
96.90281818,8.373696473
96.91413636,7.424371264
96.92922727,6.395935622
96.93677273,5.378048037
96.94431818,4.550025494
96.95563636,3.500493736
96.9694697,2.503702267
96.97701515,1.586021232
96.98581818,0.8265610651
96.98959091,-0.1508922978
97.00656818,-1.019349063
97.01788636,-1.546751956
97.02228788,-2.42224076
97.03109091,-3.11313855
97.04240909,-3.888420804
97.07447727,-4.834869269
97.11597727,-4.869390186
97.15747727,-4.268150887
97.19897727,-3.825132457
97.24047727,-3.523074436
97.28197727,-3.44252563
97.32347727,-3.23540013
97.36497727,-2.982246741
97.40647727,-2.683065463
97.44797727,-2.435665561
97.48947727,-2.314842352
97.53097727,-2.061688963
97.57247727,-1.831549519
97.61397727,-1.831549519
97.65547727,-1.78552163
97.69697727,-1.704972824
97.73847727,-1.658944935
97.77997727,-1.57839613
97.82147727,-1.647437963
97.86297727,-1.704972824
97.90447727,-1.658944935
97.94597727,-1.57839613
97.98747727,-1.509354296
98.01811364,-1.57839613
98.05961364,-1.57839613
98.10111364,-1.486340352
98.14261364,-1.37127063
98.18411364,-1.161268387
98.22561364,-0.9138684839
98.26711364,-0.7240034422
98.30861364,-0.3126291851
98.3522096,0.1233572069
98.38972727,0.5829009282
98.42179545,1.319306054
98.44631818,2.113424126
98.47272727,2.899254437
98.49913636,3.749691603
98.52743182,4.535961417
98.54818182,5.327944762
98.57836364,6.150693276
98.60854545,7.139573702
98.63495455,7.988692361
98.66136364,8.737604469
98.68777273,9.444324347
98.71229545,10.19775705
98.73870455,10.86680529
98.77265909,11.4590034
98.81415909,11.67188239
98.84811364,11.19228822
98.87075,10.45271868
98.87640909,9.766040112
98.89527273,9.054046206
98.90281818,8.373696473
98.91413636,7.424371264
98.92922727,6.395935622
