t,U
32.91413636,7.424371264
32.92922727,6.395935622
32.93677273,5.378048037
32.94431818,4.550025494
32.95563636,3.500493736
32.9694697,2.503702267
32.97701515,1.586021232
32.98581818,0.8265610651
32.98959091,-0.1508922978
33.00656818,-1.019349063
33.01788636,-1.546751956
33.02228788,-2.42224076
33.03109091,-3.11313855
33.04240909,-3.888420804
33.07447727,-4.834869269
33.11597727,-4.869390186
33.15747727,-4.268150887
33.19897727,-3.825132457
33.24047727,-3.523074436
33.28197727,-3.44252563
33.32347727,-3.23540013
33.36497727,-2.982246741
33.40647727,-2.683065463
33.44797727,-2.435665561
33.48947727,-2.314842352
33.53097727,-2.061688963
33.57247727,-1.831549519
33.61397727,-1.831549519
33.65547727,-1.78552163
33.69697727,-1.704972824
33.73847727,-1.658944935
33.77997727,-1.57839613
33.82147727,-1.647437963
33.86297727,-1.704972824
33.90447727,-1.658944935
33.94597727,-1.57839613
33.98747727,-1.509354296
34.01811364,-1.57839613
34.05961364,-1.57839613
34.10111364,-1.486340352
34.14261364,-1.37127063
34.18411364,-1.161268387
34.22561364,-0.9138684839
34.26711364,-0.7240034422
34.30861364,-0.3126291851
34.3522096,0.1233572069
34.38972727,0.5829009282
34.42179545,1.319306054
34.44631818,2.113424126
34.47272727,2.899254437
34.49913636,3.749691603
34.52743182,4.535961417
34.54818182,5.327944762
34.57836364,6.150693276
34.60854545,7.139573702
34.63495455,7.988692361
34.66136364,8.737604469
34.68777273,9.444324347
34.71229545,10.19775705
34.73870455,10.86680529
34.77265909,11.4590034
34.81415909,11.67188239
34.84811364,11.19228822
34.87075,10.45271868
34.87640909,9.766040112
34.89527273,9.054046206
34.90281818,8.373696473
34.91413636,7.424371264
34.92922727,6.395935622
34.93677273,5.378048037
34.94431818,4.550025494
34.95563636,3.500493736
34.9694697,2.503702267
34.97701515,1.586021232
34.98581818,0.8265610651
34.98959091,-0.1508922978
35.00656818,-1.019349063
35.01788636,-1.546751956
35.02228788,-2.42224076
35.03109091,-3.11313855
35.04240909,-3.888420804
35.07447727,-4.834869269
35.11597727,-4.869390186
35.15747727,-4.268150887
35.19897727,-3.825132457
35.24047727,-3.523074436
35.28197727,-3.44252563
35.32347727,-3.23540013
35.36497727,-2.982246741
35.40647727,-2.683065463
35.44797727,-2.435665561
35.48947727,-2.314842352
35.53097727,-2.061688963
35.57247727,-1.831549519
35.61397727,-1.831549519
35.65547727,-1.78552163
35.69697727,-1.704972824
35.73847727,-1.658944935
35.77997727,-1.57839613
35.82147727,-1.647437963
35.86297727,-1.704972824
35.90447727,-1.658944935
35.94597727,-1.57839613
35.98747727,-1.509354296
36.01811364,-1.57839613
36.05961364,-1.57839613
36.10111364,-1.486340352
36.14261364,-1.37127063
36.18411364,-1.161268387
36.22561364,-0.9138684839
36.26711364,-0.7240034422
36.30861364,-0.3126291851
36.3522096,0.1233572069
36.38972727,0.5829009282
36.42179545,1.319306054
36.44631818,2.113424126
36.47272727,2.899254437
36.49913636,3.749691603
36.52743182,4.535961417
36.54818182,5.327944762
36.57836364,6.150693276
36.60854545,7.139573702
36.63495455,7.988692361
36.66136364,8.737604469
36.68777273,9.444324347
36.71229545,10.19775705
36.73870455,10.86680529
36.77265909,11.4590034
36.81415909,11.67188239
36.84811364,11.19228822
36.87075,10.45271868
36.87640909,9.766040112
36.89527273,9.054046206
36.90281818,8.373696473
36.91413636,7.424371264
36.92922727,6.395935622
36.93677273,5.378048037
36.94431818,4.550025494
36.95563636,3.500493736
36.9694697,2.503702267
36.97701515,1.586021232
36.98581818,0.8265610651
36.98959091,-0.1508922978
37.00656818,-1.019349063
37.01788636,-1.546751956
37.02228788,-2.42224076
37.03109091,-3.11313855
37.04240909,-3.888420804
37.07447727,-4.834869269
37.11597727,-4.869390186
37.15747727,-4.268150887
37.19897727,-3.825132457
37.24047727,-3.523074436
37.28197727,-3.44252563
37.32347727,-3.23540013
37.36497727,-2.982246741
37.40647727,-2.683065463
37.44797727,-2.435665561
37.48947727,-2.314842352
37.53097727,-2.061688963
37.57247727,-1.831549519
37.61397727,-1.831549519
37.65547727,-1.78552163
37.69697727,-1.704972824
37.73847727,-1.658944935
37.77997727,-1.57839613
37.82147727,-1.647437963
37.86297727,-1.704972824
37.90447727,-1.658944935
37.94597727,-1.57839613
37.98747727,-1.509354296
38.01811364,-1.57839613
38.05961364,-1.57839613
38.10111364,-1.486340352
38.14261364,-1.37127063
38.18411364,-1.161268387
38.22561364,-0.9138684839
38.26711364,-0.7240034422
38.30861364,-0.3126291851
38.3522096,0.1233572069
38.38972727,0.5829009282
38.42179545,1.319306054
38.44631818,2.113424126
38.47272727,2.899254437
38.49913636,3.749691603
38.52743182,4.535961417
38.54818182,5.327944762
38.57836364,6.150693276
38.60854545,7.139573702
38.63495455,7.988692361
38.66136364,8.737604469
38.68777273,9.444324347
38.71229545,10.19775705
38.73870455,10.86680529
38.77265909,11.4590034
38.81415909,11.67188239
38.84811364,11.19228822
38.87075,10.45271868
38.87640909,9.766040112
38.89527273,9.054046206
38.90281818,8.373696473
38.91413636,7.424371264
38.92922727,6.395935622
38.93677273,5.378048037
38.94431818,4.550025494
38.95563636,3.500493736
38.9694697,2.503702267
38.97701515,1.586021232
38.98581818,0.8265610651
38.98959091,-0.1508922978
39.00656818,-1.019349063
39.01788636,-1.546751956
39.02228788,-2.42224076
39.03109091,-3.11313855
39.04240909,-3.888420804
39.07447727,-4.834869269
39.11597727,-4.869390186
39.15747727,-4.268150887
39.19897727,-3.825132457
39.24047727,-3.523074436
39.28197727,-3.44252563
39.32347727,-3.23540013
39.36497727,-2.982246741
39.40647727,-2.683065463
39.44797727,-2.435665561
39.48947727,-2.314842352
39.53097727,-2.061688963
39.57247727,-1.831549519
39.61397727,-1.831549519
39.65547727,-1.78552163
39.69697727,-1.704972824
39.73847727,-1.658944935
39.77997727,-1.57839613
39.82147727,-1.647437963
39.86297727,-1.704972824
39.90447727,-1.658944935
39.94597727,-1.57839613
39.98747727,-1.509354296
40.01811364,-1.57839613
40.05961364,-1.57839613
40.10111364,-1.486340352
40.14261364,-1.37127063
40.18411364,-1.161268387
40.22561364,-0.9138684839
40.26711364,-0.7240034422
40.30861364,-0.3126291851
40.3522096,0.1233572069
40.38972727,0.5829009282
40.42179545,1.319306054
40.44631818,2.113424126
40.47272727,2.899254437
40.49913636,3.749691603
40.52743182,4.535961417
40.54818182,5.327944762
40.57836364,6.150693276
40.60854545,7.139573702
40.63495455,7.988692361
40.66136364,8.737604469
40.68777273,9.444324347
40.71229545,10.19775705
40.73870455,10.86680529
40.77265909,11.4590034
40.81415909,11.67188239
40.84811364,11.19228822
40.87075,10.45271868
40.87640909,9.766040112
40.89527273,9.054046206
40.90281818,8.373696473
40.91413636,7.424371264
40.92922727,6.395935622
40.93677273,5.378048037
40.94431818,4.550025494
40.95563636,3.500493736
40.9694697,2.503702267
40.97701515,1.586021232
40.98581818,0.8265610651
40.98959091,-0.1508922978
41.00656818,-1.019349063
41.01788636,-1.546751956
41.02228788,-2.42224076
41.03109091,-3.11313855
41.04240909,-3.888420804
41.07447727,-4.834869269
41.11597727,-4.869390186
41.15747727,-4.268150887
41.19897727,-3.825132457
41.24047727,-3.523074436
41.28197727,-3.44252563
41.32347727,-3.23540013
41.36497727,-2.982246741
41.40647727,-2.683065463
41.44797727,-2.435665561
41.48947727,-2.314842352
41.53097727,-2.061688963
41.57247727,-1.831549519
41.61397727,-1.831549519
41.65547727,-1.78552163
41.69697727,-1.704972824
41.73847727,-1.658944935
41.77997727,-1.57839613
41.82147727,-1.647437963
41.86297727,-1.704972824
41.90447727,-1.658944935
41.94597727,-1.57839613
41.98747727,-1.509354296
42.01811364,-1.57839613
42.05961364,-1.57839613
42.10111364,-1.486340352
42.14261364,-1.37127063
42.18411364,-1.161268387
42.22561364,-0.9138684839
42.26711364,-0.7240034422
42.30861364,-0.3126291851
42.3522096,0.1233572069
42.38972727,0.5829009282
42.42179545,1.319306054
42.44631818,2.113424126
42.47272727,2.899254437
42.49913636,3.749691603
42.52743182,4.535961417
42.54818182,5.327944762
42.57836364,6.150693276
42.60854545,7.139573702
42.63495455,7.988692361
42.66136364,8.737604469
42.68777273,9.444324347
42.71229545,10.19775705
42.73870455,10.86680529
42.77265909,11.4590034
42.81415909,11.67188239
42.84811364,11.19228822
42.87075,10.45271868
42.87640909,9.766040112
42.89527273,9.054046206
42.90281818,8.373696473
42.91413636,7.424371264
42.92922727,6.395935622
42.93677273,5.378048037
42.94431818,4.550025494
42.95563636,3.500493736
42.9694697,2.503702267
42.97701515,1.586021232
42.98581818,0.8265610651
42.98959091,-0.1508922978
43.00656818,-1.019349063
43.01788636,-1.546751956
43.02228788,-2.42224076
43.03109091,-3.11313855
43.04240909,-3.888420804
43.07447727,-4.834869269
43.11597727,-4.869390186
43.15747727,-4.268150887
43.19897727,-3.825132457
43.24047727,-3.523074436
43.28197727,-3.44252563
43.32347727,-3.23540013
43.36497727,-2.982246741
43.40647727,-2.683065463
43.44797727,-2.435665561
43.48947727,-2.314842352
43.53097727,-2.061688963
43.57247727,-1.831549519
43.61397727,-1.831549519
43.65547727,-1.78552163
43.69697727,-1.704972824
43.73847727,-1.658944935
43.77997727,-1.57839613
43.82147727,-1.647437963
43.86297727,-1.704972824
43.90447727,-1.658944935
43.94597727,-1.57839613
43.98747727,-1.509354296
44.01811364,-1.57839613
44.05961364,-1.57839613
44.10111364,-1.486340352
44.14261364,-1.37127063
44.18411364,-1.161268387
44.22561364,-0.9138684839
44.26711364,-0.7240034422
44.30861364,-0.3126291851
44.3522096,0.1233572069
44.38972727,0.5829009282
44.42179545,1.319306054
44.44631818,2.113424126
44.47272727,2.899254437
44.49913636,3.749691603
44.52743182,4.535961417
44.54818182,5.327944762
44.57836364,6.150693276
44.60854545,7.139573702
44.63495455,7.988692361
44.66136364,8.737604469
44.68777273,9.444324347
44.71229545,10.19775705
44.73870455,10.86680529
44.77265909,11.4590034
44.81415909,11.67188239
44.84811364,11.19228822
44.87075,10.45271868
44.87640909,9.766040112
44.89527273,9.054046206
44.90281818,8.373696473
44.91413636,7.424371264
44.92922727,6.395935622
44.93677273,5.378048037
44.94431818,4.550025494
44.95563636,3.500493736
44.9694697,2.503702267
44.97701515,1.586021232
44.98581818,0.8265610651
44.98959091,-0.1508922978
45.00656818,-1.019349063
45.01788636,-1.546751956
45.02228788,-2.42224076
45.03109091,-3.11313855
45.04240909,-3.888420804
45.07447727,-4.834869269
45.11597727,-4.869390186
45.15747727,-4.268150887
45.19897727,-3.825132457
45.24047727,-3.523074436
45.28197727,-3.44252563
45.32347727,-3.23540013
45.36497727,-2.982246741
45.40647727,-2.683065463
45.44797727,-2.435665561
45.48947727,-2.314842352
45.53097727,-2.061688963
45.57247727,-1.831549519
45.61397727,-1.831549519
45.65547727,-1.78552163
45.69697727,-1.704972824
45.73847727,-1.658944935
45.77997727,-1.57839613
45.82147727,-1.647437963
45.86297727,-1.704972824
45.90447727,-1.658944935
45.94597727,-1.57839613
45.98747727,-1.509354296
46.01811364,-1.57839613
46.05961364,-1.57839613
46.10111364,-1.486340352
46.14261364,-1.37127063
46.18411364,-1.161268387
46.22561364,-0.9138684839
46.26711364,-0.7240034422
46.30861364,-0.3126291851
46.3522096,0.1233572069
46.38972727,0.5829009282
46.42179545,1.319306054
46.44631818,2.113424126
46.47272727,2.899254437
46.49913636,3.749691603
46.52743182,4.535961417
46.54818182,5.327944762
46.57836364,6.150693276
46.60854545,7.139573702
46.63495455,7.988692361
46.66136364,8.737604469
46.68777273,9.444324347
46.71229545,10.19775705
46.73870455,10.86680529
46.77265909,11.4590034
46.81415909,11.67188239
46.84811364,11.19228822
46.87075,10.45271868
46.87640909,9.766040112
46.89527273,9.054046206
46.90281818,8.373696473
46.91413636,7.424371264
46.92922727,6.395935622
46.93677273,5.378048037
46.94431818,4.550025494
46.95563636,3.500493736
46.9694697,2.503702267
46.97701515,1.586021232
46.98581818,0.8265610651
46.98959091,-0.1508922978
47.00656818,-1.019349063
47.01788636,-1.546751956
47.02228788,-2.42224076
47.03109091,-3.11313855
47.04240909,-3.888420804
47.07447727,-4.834869269
47.11597727,-4.869390186
47.15747727,-4.268150887
47.19897727,-3.825132457
47.24047727,-3.523074436
47.28197727,-3.44252563
47.32347727,-3.23540013
47.36497727,-2.982246741
47.40647727,-2.683065463
47.44797727,-2.435665561
47.48947727,-2.314842352
47.53097727,-2.061688963
47.57247727,-1.831549519
47.61397727,-1.831549519
47.65547727,-1.78552163
47.69697727,-1.704972824
47.73847727,-1.658944935
47.77997727,-1.57839613
47.82147727,-1.647437963
47.86297727,-1.704972824
47.90447727,-1.658944935
47.94597727,-1.57839613
47.98747727,-1.509354296
48.01811364,-1.57839613
48.05961364,-1.57839613
48.10111364,-1.486340352
48.14261364,-1.37127063
48.18411364,-1.161268387
48.22561364,-0.9138684839
48.26711364,-0.7240034422
48.30861364,-0.3126291851
48.3522096,0.1233572069
48.38972727,0.5829009282
48.42179545,1.319306054
48.44631818,2.113424126
48.47272727,2.899254437
48.49913636,3.749691603
48.52743182,4.535961417
48.54818182,5.327944762
48.57836364,6.150693276
48.60854545,7.139573702
48.63495455,7.988692361
48.66136364,8.737604469
48.68777273,9.444324347
48.71229545,10.19775705
48.73870455,10.86680529
48.77265909,11.4590034
48.81415909,11.67188239
48.84811364,11.19228822
48.87075,10.45271868
48.87640909,9.766040112
48.89527273,9.054046206
48.90281818,8.373696473
48.91413636,7.424371264
48.92922727,6.395935622
48.93677273,5.378048037
48.94431818,4.550025494
48.95563636,3.500493736
48.9694697,2.503702267
48.97701515,1.586021232
48.98581818,0.8265610651
48.98959091,-0.1508922978
49.00656818,-1.019349063
49.01788636,-1.546751956
49.02228788,-2.42224076
49.03109091,-3.11313855
49.04240909,-3.888420804
49.07447727,-4.834869269
49.11597727,-4.869390186
49.15747727,-4.268150887
49.19897727,-3.825132457
49.24047727,-3.523074436
49.28197727,-3.44252563
49.32347727,-3.23540013
49.36497727,-2.982246741
49.40647727,-2.683065463
49.44797727,-2.435665561
49.48947727,-2.314842352
49.53097727,-2.061688963
49.57247727,-1.831549519
49.61397727,-1.831549519
49.65547727,-1.78552163
49.69697727,-1.704972824
49.73847727,-1.658944935
49.77997727,-1.57839613
49.82147727,-1.647437963
49.86297727,-1.704972824
49.90447727,-1.658944935
49.94597727,-1.57839613
49.98747727,-1.509354296
50.01811364,-1.57839613
50.05961364,-1.57839613
50.10111364,-1.486340352
50.14261364,-1.37127063
50.18411364,-1.161268387
50.22561364,-0.9138684839
50.26711364,-0.7240034422
50.30861364,-0.3126291851
50.3522096,0.1233572069
50.38972727,0.5829009282
50.42179545,1.319306054
50.44631818,2.113424126
50.47272727,2.899254437
50.49913636,3.749691603
50.52743182,4.535961417
50.54818182,5.327944762
50.57836364,6.150693276
50.60854545,7.139573702
50.63495455,7.988692361
50.66136364,8.737604469
50.68777273,9.444324347
50.71229545,10.19775705
50.73870455,10.86680529
50.77265909,11.4590034
50.81415909,11.67188239
50.84811364,11.19228822
50.87075,10.45271868
50.87640909,9.766040112
50.89527273,9.054046206
50.90281818,8.373696473
50.91413636,7.424371264
50.92922727,6.395935622
50.93677273,5.378048037
50.94431818,4.550025494
50.95563636,3.500493736
50.9694697,2.503702267
50.97701515,1.586021232
50.98581818,0.8265610651
50.98959091,-0.1508922978
51.00656818,-1.019349063
51.01788636,-1.546751956
51.02228788,-2.42224076
51.03109091,-3.11313855
51.04240909,-3.888420804
51.07447727,-4.834869269
51.11597727,-4.869390186
51.15747727,-4.268150887
51.19897727,-3.825132457
51.24047727,-3.523074436
51.28197727,-3.44252563
51.32347727,-3.23540013
51.36497727,-2.982246741
51.40647727,-2.683065463
51.44797727,-2.435665561
51.48947727,-2.314842352
51.53097727,-2.061688963
51.57247727,-1.831549519
51.61397727,-1.831549519
51.65547727,-1.78552163
51.69697727,-1.704972824
51.73847727,-1.658944935
51.77997727,-1.57839613
51.82147727,-1.647437963
51.86297727,-1.704972824
51.90447727,-1.658944935
51.94597727,-1.57839613
51.98747727,-1.509354296
52.01811364,-1.57839613
52.05961364,-1.57839613
52.10111364,-1.486340352
52.14261364,-1.37127063
52.18411364,-1.161268387
52.22561364,-0.9138684839
52.26711364,-0.7240034422
52.30861364,-0.3126291851
52.3522096,0.1233572069
52.38972727,0.5829009282
52.42179545,1.319306054
52.44631818,2.113424126
52.47272727,2.899254437
52.49913636,3.749691603
52.52743182,4.535961417
52.54818182,5.327944762
52.57836364,6.150693276
52.60854545,7.139573702
52.63495455,7.988692361
52.66136364,8.737604469
52.68777273,9.444324347
52.71229545,10.19775705
52.73870455,10.86680529
52.77265909,11.4590034
52.81415909,11.67188239
52.84811364,11.19228822
52.87075,10.45271868
52.87640909,9.766040112
52.89527273,9.054046206
52.90281818,8.373696473
52.91413636,7.424371264
52.92922727,6.395935622
52.93677273,5.378048037
52.94431818,4.550025494
52.95563636,3.500493736
52.9694697,2.503702267
52.97701515,1.586021232
52.98581818,0.8265610651
52.98959091,-0.1508922978
53.00656818,-1.019349063
53.01788636,-1.546751956
53.02228788,-2.42224076
53.03109091,-3.11313855
53.04240909,-3.888420804
53.07447727,-4.834869269
53.11597727,-4.869390186
53.15747727,-4.268150887
53.19897727,-3.825132457
53.24047727,-3.523074436
53.28197727,-3.44252563
53.32347727,-3.23540013
53.36497727,-2.982246741
53.40647727,-2.683065463
53.44797727,-2.435665561
53.48947727,-2.314842352
53.53097727,-2.061688963
53.57247727,-1.831549519
53.61397727,-1.831549519
53.65547727,-1.78552163
53.69697727,-1.704972824
53.73847727,-1.658944935
53.77997727,-1.57839613
53.82147727,-1.647437963
53.86297727,-1.704972824
53.90447727,-1.658944935
53.94597727,-1.57839613
53.98747727,-1.509354296
54.01811364,-1.57839613
54.05961364,-1.57839613
54.10111364,-1.486340352
54.14261364,-1.37127063
54.18411364,-1.161268387
54.22561364,-0.9138684839
54.26711364,-0.7240034422
54.30861364,-0.3126291851
54.3522096,0.1233572069
54.38972727,0.5829009282
54.42179545,1.319306054
54.44631818,2.113424126
54.47272727,2.899254437
54.49913636,3.749691603
54.52743182,4.535961417
54.54818182,5.327944762
54.57836364,6.150693276
54.60854545,7.139573702
54.63495455,7.988692361
54.66136364,8.737604469
54.68777273,9.444324347
54.71229545,10.19775705
54.73870455,10.86680529
54.77265909,11.4590034
54.81415909,11.67188239
54.84811364,11.19228822
54.87075,10.45271868
54.87640909,9.766040112
54.89527273,9.054046206
54.90281818,8.373696473
54.91413636,7.424371264
54.92922727,6.395935622
54.93677273,5.378048037
54.94431818,4.550025494
54.95563636,3.500493736
54.9694697,2.503702267
54.97701515,1.586021232
54.98581818,0.8265610651
54.98959091,-0.1508922978
55.00656818,-1.019349063
55.01788636,-1.546751956
55.02228788,-2.42224076
55.03109091,-3.11313855
55.04240909,-3.888420804
55.07447727,-4.834869269
55.11597727,-4.869390186
55.15747727,-4.268150887
55.19897727,-3.825132457
55.24047727,-3.523074436
55.28197727,-3.44252563
55.32347727,-3.23540013
55.36497727,-2.982246741
55.40647727,-2.683065463
55.44797727,-2.435665561
55.48947727,-2.314842352
55.53097727,-2.061688963
55.57247727,-1.831549519
55.61397727,-1.831549519
55.65547727,-1.78552163
55.69697727,-1.704972824
55.73847727,-1.658944935
55.77997727,-1.57839613
55.82147727,-1.647437963
55.86297727,-1.704972824
55.90447727,-1.658944935
55.94597727,-1.57839613
55.98747727,-1.509354296
56.01811364,-1.57839613
56.05961364,-1.57839613
56.10111364,-1.486340352
56.14261364,-1.37127063
56.18411364,-1.161268387
56.22561364,-0.9138684839
56.26711364,-0.7240034422
56.30861364,-0.3126291851
56.3522096,0.1233572069
56.38972727,0.5829009282
56.42179545,1.319306054
56.44631818,2.113424126
56.47272727,2.899254437
56.49913636,3.749691603
56.52743182,4.535961417
56.54818182,5.327944762
56.57836364,6.150693276
56.60854545,7.139573702
56.63495455,7.988692361
56.66136364,8.737604469
56.68777273,9.444324347
56.71229545,10.19775705
56.73870455,10.86680529
56.77265909,11.4590034
56.81415909,11.67188239
56.84811364,11.19228822
56.87075,10.45271868
56.87640909,9.766040112
56.89527273,9.054046206
56.90281818,8.373696473
56.91413636,7.424371264
56.92922727,6.395935622
56.93677273,5.378048037
56.94431818,4.550025494
56.95563636,3.500493736
56.9694697,2.503702267
56.97701515,1.586021232
56.98581818,0.8265610651
56.98959091,-0.1508922978
57.00656818,-1.019349063
57.01788636,-1.546751956
57.02228788,-2.42224076
57.03109091,-3.11313855
57.04240909,-3.888420804
57.07447727,-4.834869269
57.11597727,-4.869390186
57.15747727,-4.268150887
57.19897727,-3.825132457
57.24047727,-3.523074436
57.28197727,-3.44252563
57.32347727,-3.23540013
57.36497727,-2.982246741
57.40647727,-2.683065463
57.44797727,-2.435665561
57.48947727,-2.314842352
57.53097727,-2.061688963
57.57247727,-1.831549519
57.61397727,-1.831549519
57.65547727,-1.78552163
57.69697727,-1.704972824
57.73847727,-1.658944935
57.77997727,-1.57839613
57.82147727,-1.647437963
57.86297727,-1.704972824
57.90447727,-1.658944935
57.94597727,-1.57839613
57.98747727,-1.509354296
58.01811364,-1.57839613
58.05961364,-1.57839613
58.10111364,-1.486340352
58.14261364,-1.37127063
58.18411364,-1.161268387
58.22561364,-0.9138684839
58.26711364,-0.7240034422
58.30861364,-0.3126291851
58.3522096,0.1233572069
58.38972727,0.5829009282
58.42179545,1.319306054
58.44631818,2.113424126
58.47272727,2.899254437
58.49913636,3.749691603
58.52743182,4.535961417
58.54818182,5.327944762
58.57836364,6.150693276
58.60854545,7.139573702
58.63495455,7.988692361
58.66136364,8.737604469
58.68777273,9.444324347
58.71229545,10.19775705
58.73870455,10.86680529
58.77265909,11.4590034
58.81415909,11.67188239
58.84811364,11.19228822
58.87075,10.45271868
58.87640909,9.766040112
58.89527273,9.054046206
58.90281818,8.373696473
58.91413636,7.424371264
58.92922727,6.395935622
58.93677273,5.378048037
58.94431818,4.550025494
58.95563636,3.500493736
58.9694697,2.503702267
58.97701515,1.586021232
58.98581818,0.8265610651
58.98959091,-0.1508922978
59.00656818,-1.019349063
59.01788636,-1.546751956
59.02228788,-2.42224076
59.03109091,-3.11313855
59.04240909,-3.888420804
59.07447727,-4.834869269
59.11597727,-4.869390186
59.15747727,-4.268150887
59.19897727,-3.825132457
59.24047727,-3.523074436
59.28197727,-3.44252563
59.32347727,-3.23540013
59.36497727,-2.982246741
59.40647727,-2.683065463
59.44797727,-2.435665561
59.48947727,-2.314842352
59.53097727,-2.061688963
59.57247727,-1.831549519
59.61397727,-1.831549519
59.65547727,-1.78552163
59.69697727,-1.704972824
59.73847727,-1.658944935
59.77997727,-1.57839613
59.82147727,-1.647437963
59.86297727,-1.704972824
59.90447727,-1.658944935
59.94597727,-1.57839613
59.98747727,-1.509354296
60.01811364,-1.57839613
60.05961364,-1.57839613
60.10111364,-1.486340352
60.14261364,-1.37127063
60.18411364,-1.161268387
60.22561364,-0.9138684839
60.26711364,-0.7240034422
60.30861364,-0.3126291851
60.3522096,0.1233572069
60.38972727,0.5829009282
60.42179545,1.319306054
60.44631818,2.113424126
60.47272727,2.899254437
60.49913636,3.749691603
60.52743182,4.535961417
60.54818182,5.327944762
60.57836364,6.150693276
60.60854545,7.139573702
60.63495455,7.988692361
60.66136364,8.737604469
60.68777273,9.444324347
60.71229545,10.19775705
60.73870455,10.86680529
60.77265909,11.4590034
60.81415909,11.67188239
60.84811364,11.19228822
60.87075,10.45271868
60.87640909,9.766040112
60.89527273,9.054046206
60.90281818,8.373696473
60.91413636,7.424371264
60.92922727,6.395935622
60.93677273,5.378048037
60.94431818,4.550025494
60.95563636,3.500493736
60.9694697,2.503702267
60.97701515,1.586021232
60.98581818,0.8265610651
60.98959091,-0.1508922978
61.00656818,-1.019349063
61.01788636,-1.546751956
61.02228788,-2.42224076
61.03109091,-3.11313855
61.04240909,-3.888420804
61.07447727,-4.834869269
61.11597727,-4.869390186
61.15747727,-4.268150887
61.19897727,-3.825132457
61.24047727,-3.523074436
61.28197727,-3.44252563
61.32347727,-3.23540013
61.36497727,-2.982246741
61.40647727,-2.683065463
61.44797727,-2.435665561
61.48947727,-2.314842352
61.53097727,-2.061688963
61.57247727,-1.831549519
61.61397727,-1.831549519
61.65547727,-1.78552163
61.69697727,-1.704972824
61.73847727,-1.658944935
61.77997727,-1.57839613
61.82147727,-1.647437963
61.86297727,-1.704972824
61.90447727,-1.658944935
61.94597727,-1.57839613
61.98747727,-1.509354296
62.01811364,-1.57839613
62.05961364,-1.57839613
62.10111364,-1.486340352
62.14261364,-1.37127063
62.18411364,-1.161268387
62.22561364,-0.9138684839
62.26711364,-0.7240034422
62.30861364,-0.3126291851
62.3522096,0.1233572069
62.38972727,0.5829009282
62.42179545,1.319306054
62.44631818,2.113424126
62.47272727,2.899254437
62.49913636,3.749691603
62.52743182,4.535961417
62.54818182,5.327944762
62.57836364,6.150693276
62.60854545,7.139573702
62.63495455,7.988692361
62.66136364,8.737604469
62.68777273,9.444324347
62.71229545,10.19775705
62.73870455,10.86680529
62.77265909,11.4590034
62.81415909,11.67188239
62.84811364,11.19228822
62.87075,10.45271868
62.87640909,9.766040112
62.89527273,9.054046206
62.90281818,8.373696473
62.91413636,7.424371264
62.92922727,6.395935622
62.93677273,5.378048037
62.94431818,4.550025494
62.95563636,3.500493736
62.9694697,2.503702267
62.97701515,1.586021232
62.98581818,0.8265610651
62.98959091,-0.1508922978
63.00656818,-1.019349063
63.01788636,-1.546751956
63.02228788,-2.42224076
63.03109091,-3.11313855
63.04240909,-3.888420804
63.07447727,-4.834869269
63.11597727,-4.869390186
63.15747727,-4.268150887
63.19897727,-3.825132457
63.24047727,-3.523074436
63.28197727,-3.44252563
63.32347727,-3.23540013
63.36497727,-2.982246741
63.40647727,-2.683065463
63.44797727,-2.435665561
63.48947727,-2.314842352
63.53097727,-2.061688963
63.57247727,-1.831549519
63.61397727,-1.831549519
63.65547727,-1.78552163
63.69697727,-1.704972824
63.73847727,-1.658944935
63.77997727,-1.57839613
63.82147727,-1.647437963
63.86297727,-1.704972824
63.90447727,-1.658944935
63.94597727,-1.57839613
63.98747727,-1.509354296
64.01811364,-1.57839613
64.05961364,-1.57839613
64.10111364,-1.486340352
64.14261364,-1.37127063
64.18411364,-1.161268387
64.22561364,-0.9138684839
64.26711364,-0.7240034422
64.30861364,-0.3126291851
64.3522096,0.1233572069
64.38972727,0.5829009282
64.42179545,1.319306054
64.44631818,2.113424126
64.47272727,2.899254437
64.49913636,3.749691603
64.52743182,4.535961417
64.54818182,5.327944762
64.57836364,6.150693276
64.60854545,7.139573702
64.63495455,7.988692361
64.66136364,8.737604469
64.68777273,9.444324347
64.71229545,10.19775705
64.73870455,10.86680529
64.77265909,11.4590034
64.81415909,11.67188239
64.84811364,11.19228822
64.87075,10.45271868
64.87640909,9.766040112
64.89527273,9.054046206
64.90281818,8.373696473
64.91413636,7.424371264
64.92922727,6.395935622
64.93677273,5.378048037
64.94431818,4.550025494
64.95563636,3.500493736
64.9694697,2.503702267
64.97701515,1.586021232
64.98581818,0.8265610651
64.98959091,-0.1508922978
65.00656818,-1.019349063
65.01788636,-1.546751956
65.02228788,-2.42224076
65.03109091,-3.11313855
65.04240909,-3.888420804
65.07447727,-4.834869269
65.11597727,-4.869390186
65.15747727,-4.268150887
65.19897727,-3.825132457
65.24047727,-3.523074436
65.28197727,-3.44252563
65.32347727,-3.23540013
65.36497727,-2.982246741
65.40647727,-2.683065463
65.44797727,-2.435665561
65.48947727,-2.314842352
65.53097727,-2.061688963
65.57247727,-1.831549519
65.61397727,-1.831549519
65.65547727,-1.78552163
65.69697727,-1.704972824
65.73847727,-1.658944935
65.77997727,-1.57839613
65.82147727,-1.647437963
65.86297727,-1.704972824
