t,V_h
20.95906155,0.002758574733
21.00282061,0.00282680605
21.07721102,0.002884846975
21.17348095,0.002872280168
21.26099908,0.002808935943
21.3485172,0.00275772889
21.44478714,0.002707219994
21.54105707,0.00265912779
21.63732701,0.002615868974
21.73359694,0.002572368489
21.82986688,0.002533218052
21.92613681,0.002497934325
21.97474628,0.00246965901
22.07101621,0.002436550307
22.16728615,0.002408758331
22.26355608,0.002390874798
22.35982602,0.002392083145
22.45172005,0.002425747687
22.52611045,0.002486472293
22.57862133,0.002544576512
22.62238039,0.002605187189
22.66613945,0.0026689879
22.7055226,0.002733320285
22.74052985,0.002795791815
22.7755371,0.002854608096
22.81492026,0.002915683986
22.88143403,0.002971775445
22.97245288,0.002956622776
23.04684328,0.002888502224
23.12123369,0.002833156584
23.20437591,0.002775056584
23.29626994,0.002716886768
23.39253987,0.002666136202
23.48880981,0.002623602394
23.58507974,0.002583001941
23.68134968,0.002546751537
23.77761961,0.002510017794
23.87388955,0.002474009059
23.97015948,0.002442592041
24.06642942,0.002418666775
24.16269935,0.002405544128
24.25896929,0.002410691686
24.35523922,0.00245056713
24.43400554,0.002511536858
24.49089232,0.002572932384
24.53902728,0.002640809253
24.57841044,0.002703413701
24.61341769,0.002758574733
24.65717675,0.00282680605
24.73156715,0.002884846975
24.82783709,0.002872280168
24.91535521,0.002808935943
25.00287334,0.00275772889
25.09914327,0.002707219994
25.19541321,0.00265912779
25.29168314,0.002615868974
25.38795308,0.002572368489
25.48422301,0.002533218052
25.58049295,0.002497934325
25.62910241,0.00246965901
25.72537235,0.002436550307
25.82164228,0.002408758331
25.91791222,0.002390874798
26.01418215,0.002392083145
26.10607618,0.002425747687
26.18046659,0.002486472293
26.23297746,0.002544576512
26.27673652,0.002605187189
26.32049558,0.0026689879
26.35987874,0.002733320285
26.39488599,0.002795791815
26.42989324,0.002854608096
26.46927639,0.002915683986
26.53579017,0.002971775445
26.62680902,0.002956622776
26.70119942,0.002888502224
26.77558982,0.002833156584
26.85873204,0.002775056584
26.95062607,0.002716886768
27.04689601,0.002666136202
27.14316594,0.002623602394
27.23943588,0.002583001941
27.33570581,0.002546751537
27.43197575,0.002510017794
27.52824568,0.002474009059
27.62451562,0.002442592041
27.72078555,0.002418666775
27.81705549,0.002405544128
27.91332543,0.002410691686
28.00959536,0.00245056713
28.08836167,0.002511536858
28.14524845,0.002572932384
28.19338342,0.002640809253
28.23276657,0.002703413701
28.26777382,0.002758574733
28.31153289,0.00282680605
28.38592329,0.002884846975
28.48219323,0.002872280168
28.56971135,0.002808935943
28.65722947,0.00275772889
28.75349941,0.002707219994
28.84976934,0.00265912779
28.94603928,0.002615868974
29.04230921,0.002572368489
29.13857915,0.002533218052
29.23484908,0.002497934325
29.28345855,0.00246965901
29.37972848,0.002436550307
29.47599842,0.002408758331
29.57226835,0.002390874798
29.66853829,0.002392083145
29.76043232,0.002425747687
29.83482272,0.002486472293
29.8873336,0.002544576512
29.93109266,0.002605187189
29.97485172,0.0026689879
30.01423488,0.002733320285
30.04924212,0.002795791815
30.08424937,0.002854608096
30.12363253,0.002915683986
30.1901463,0.002971775445
30.28116515,0.002956622776
30.35555556,0.002888502224
30.42994596,0.002833156584
30.51308818,0.002775056584
30.60498221,0.002716886768
30.70125214,0.002666136202
30.79752208,0.002623602394
30.89379201,0.002583001941
30.99006195,0.002546751537
31.08633188,0.002510017794
31.18260182,0.002474009059
31.27887175,0.002442592041
31.37514169,0.002418666775
31.47141163,0.002405544128
31.56768156,0.002410691686
31.6639515,0.00245056713
31.74271781,0.002511536858
31.79960459,0.002572932384
31.84773955,0.002640809253
31.88712271,0.002703413701
31.92212996,0.002758574733
31.96588902,0.00282680605
32.04027943,0.002884846975
32.13654936,0.002872280168
32.22406748,0.002808935943
32.31158561,0.00275772889
32.40785554,0.002707219994
32.50412548,0.00265912779
32.60039541,0.002615868974
32.69666535,0.002572368489
32.79293528,0.002533218052
32.88920522,0.002497934325
32.93781468,0.00246965901
33.03408462,0.002436550307
33.13035455,0.002408758331
33.22662449,0.002390874798
33.32289442,0.002392083145
33.41478845,0.002425747687
33.48917886,0.002486472293
33.54168973,0.002544576512
33.58544879,0.002605187189
33.62920786,0.0026689879
33.66859101,0.002733320285
33.70359826,0.002795791815
33.73860551,0.002854608096
33.77798866,0.002915683986
33.84450244,0.002971775445
33.93552129,0.002956622776
34.00991169,0.002888502224
34.0843021,0.002833156584
34.16744431,0.002775056584
34.25933834,0.002716886768
34.35560828,0.002666136202
34.45187821,0.002623602394
34.54814815,0.002583001941
34.64441808,0.002546751537
34.74068802,0.002510017794
34.83695795,0.002474009059
34.93322789,0.002442592041
35.02949783,0.002418666775
35.12576776,0.002405544128
35.2220377,0.002410691686
35.31830763,0.00245056713
35.39707394,0.002511536858
35.45396072,0.002572932384
35.50209569,0.002640809253
35.54147885,0.002703413701
35.57648609,0.002758574733
35.62024516,0.00282680605
35.69463556,0.002884846975
35.7909055,0.002872280168
35.87842362,0.002808935943
35.96594174,0.00275772889
36.06221168,0.002707219994
36.15848161,0.00265912779
36.25475155,0.002615868974
36.35102148,0.002572368489
36.44729142,0.002533218052
36.54356135,0.002497934325
36.59217082,0.00246965901
36.68844075,0.002436550307
36.78471069,0.002408758331
36.88098062,0.002390874798
36.97725056,0.002392083145
37.06914459,0.002425747687
37.14353499,0.002486472293
37.19604587,0.002544576512
37.23980493,0.002605187189
37.28356399,0.0026689879
37.32294715,0.002733320285
37.3579544,0.002795791815
37.39296164,0.002854608096
37.4323448,0.002915683986
37.49885857,0.002971775445
37.58987742,0.002956622776
37.66426783,0.002888502224
37.73865823,0.002833156584
37.82180045,0.002775056584
37.91369448,0.002716886768
38.00996441,0.002666136202
38.10623435,0.002623602394
38.20250428,0.002583001941
38.29877422,0.002546751537
38.39504415,0.002510017794
38.49131409,0.002474009059
38.58758403,0.002442592041
38.68385396,0.002418666775
38.7801239,0.002405544128
38.87639383,0.002410691686
38.97266377,0.00245056713
39.05143008,0.002511536858
39.10831686,0.002572932384
39.15645183,0.002640809253
39.19583498,0.002703413701
39.23084223,0.002758574733
39.27460129,0.00282680605
39.3489917,0.002884846975
39.44526163,0.002872280168
39.53277975,0.002808935943
39.62029788,0.00275772889
39.71656781,0.002707219994
39.81283775,0.00265912779
39.90910768,0.002615868974
40.00537762,0.002572368489
40.10164756,0.002533218052
40.19791749,0.002497934325
40.24652695,0.00246965901
40.34279689,0.002436550307
40.43906682,0.002408758331
40.53533676,0.002390874798
40.6316067,0.002392083145
40.72350072,0.002425747687
40.79789113,0.002486472293
40.850402,0.002544576512
40.89416106,0.002605187189
40.93792013,0.0026689879
40.97730328,0.002733320285
41.01231053,0.002795791815
41.04731778,0.002854608096
41.08670094,0.002915683986
41.15321471,0.002971775445
41.24423356,0.002956622776
41.31862396,0.002888502224
41.39301437,0.002833156584
41.47615658,0.002775056584
41.56805061,0.002716886768
41.66432055,0.002666136202
41.76059048,0.002623602394
41.85686042,0.002583001941
41.95313035,0.002546751537
42.04940029,0.002510017794
42.14567023,0.002474009059
42.24194016,0.002442592041
42.3382101,0.002418666775
42.43448003,0.002405544128
42.53074997,0.002410691686
42.6270199,0.00245056713
42.70578621,0.002511536858
42.76267299,0.002572932384
42.81080796,0.002640809253
42.85019112,0.002703413701
42.88519837,0.002758574733
42.92895743,0.00282680605
43.00334783,0.002884846975
43.09961777,0.002872280168
43.18713589,0.002808935943
43.27465401,0.00275772889
43.37092395,0.002707219994
43.46719388,0.00265912779
43.56346382,0.002615868974
43.65973376,0.002572368489
43.75600369,0.002533218052
43.85227363,0.002497934325
43.90088309,0.00246965901
43.99715302,0.002436550307
44.09342296,0.002408758331
44.1896929,0.002390874798
44.28596283,0.002392083145
44.37785686,0.002425747687
44.45224727,0.002486472293
44.50475814,0.002544576512
44.5485172,0.002605187189
44.59227626,0.0026689879
44.63165942,0.002733320285
44.66666667,0.002795791815
44.70167392,0.002854608096
44.74105707,0.002915683986
44.80757084,0.002971775445
44.89858969,0.002956622776
44.9729801,0.002888502224
45.0473705,0.002833156584
45.13051272,0.002775056584
45.22240675,0.002716886768
45.31867668,0.002666136202
45.41494662,0.002623602394
45.51121655,0.002583001941
45.60748649,0.002546751537
45.70375643,0.002510017794
45.80002636,0.002474009059
45.8962963,0.002442592041
45.99256623,0.002418666775
46.08883617,0.002405544128
46.1851061,0.002410691686
46.28137604,0.00245056713
46.36014235,0.002511536858
46.41702913,0.002572932384
46.4651641,0.002640809253
46.50454725,0.002703413701
46.5395545,0.002758574733
46.58331356,0.00282680605
46.65770397,0.002884846975
46.7539739,0.002872280168
46.84149203,0.002808935943
46.92901015,0.00275772889
47.02528008,0.002707219994
47.12155002,0.00265912779
47.21781996,0.002615868974
47.31408989,0.002572368489
47.41035983,0.002533218052
47.50662976,0.002497934325
47.55523922,0.00246965901
47.65150916,0.002436550307
47.7477791,0.002408758331
47.84404903,0.002390874798
47.94031897,0.002392083145
48.032213,0.002425747687
48.1066034,0.002486472293
48.15911427,0.002544576512
48.20287334,0.002605187189
48.2466324,0.0026689879
48.28601555,0.002733320285
48.3210228,0.002795791815
48.35603005,0.002854608096
48.39541321,0.002915683986
48.46192698,0.002971775445
48.55294583,0.002956622776
48.62733623,0.002888502224
48.70172664,0.002833156584
48.78486885,0.002775056584
48.87676288,0.002716886768
48.97303282,0.002666136202
49.06930275,0.002623602394
49.16557269,0.002583001941
49.26184263,0.002546751537
49.35811256,0.002510017794
49.4543825,0.002474009059
49.55065243,0.002442592041
49.64692237,0.002418666775
49.7431923,0.002405544128
49.83946224,0.002410691686
49.93573217,0.00245056713
50.01449848,0.002511536858
50.07138526,0.002572932384
50.11952023,0.002640809253
50.15890339,0.002703413701
50.19391064,0.002758574733
50.2376697,0.00282680605
50.3120601,0.002884846975
50.40833004,0.002872280168
50.49584816,0.002808935943
50.58336628,0.00275772889
50.67963622,0.002707219994
50.77590616,0.00265912779
50.87217609,0.002615868974
50.96844603,0.002572368489
51.06471596,0.002533218052
51.1609859,0.002497934325
51.20959536,0.00246965901
51.3058653,0.002436550307
51.40213523,0.002408758331
51.49840517,0.002390874798
51.5946751,0.002392083145
51.68656913,0.002425747687
51.76095954,0.002486472293
51.81347041,0.002544576512
51.85722947,0.002605187189
51.90098853,0.0026689879
51.94037169,0.002733320285
51.97537894,0.002795791815
52.01038619,0.002854608096
52.04976934,0.002915683986
52.11628312,0.002971775445
52.20730196,0.002956622776
52.28169237,0.002888502224
52.35608277,0.002833156584
52.43922499,0.002775056584
52.53111902,0.002716886768
52.62738895,0.002666136202
52.72365889,0.002623602394
52.81992883,0.002583001941
52.91619876,0.002546751537
53.0124687,0.002510017794
53.10873863,0.002474009059
53.20500857,0.002442592041
53.3012785,0.002418666775
53.39754844,0.002405544128
53.49381837,0.002410691686
53.59008831,0.00245056713
53.66885462,0.002511536858
53.7257414,0.002572932384
53.77387637,0.002640809253
53.81325952,0.002703413701
53.84826677,0.002758574733
53.89202583,0.00282680605
53.96641624,0.002884846975
54.06268617,0.002872280168
54.1502043,0.002808935943
54.23772242,0.00275772889
54.33399236,0.002707219994
54.43026229,0.00265912779
54.52653223,0.002615868974
54.62280216,0.002572368489
54.7190721,0.002533218052
54.81534203,0.002497934325
54.8639515,0.00246965901
54.96022143,0.002436550307
55.05649137,0.002408758331
55.1527613,0.002390874798
55.24903124,0.002392083145
55.34092527,0.002425747687
55.41531567,0.002486472293
55.46782655,0.002544576512
55.51158561,0.002605187189
55.55534467,0.0026689879
55.59472782,0.002733320285
55.62973507,0.002795791815
55.66474232,0.002854608096
55.70412548,0.002915683986
55.77063925,0.002971775445
55.8616581,0.002956622776
55.9360485,0.002888502224
56.01043891,0.002833156584
56.09358113,0.002775056584
56.18547515,0.002716886768
56.28174509,0.002666136202
56.37801503,0.002623602394
56.47428496,0.002583001941
56.5705549,0.002546751537
56.66682483,0.002510017794
56.76309477,0.002474009059
56.8593647,0.002442592041
56.95563464,0.002418666775
57.05190457,0.002405544128
57.14817451,0.002410691686
57.24444444,0.00245056713
57.32321076,0.002511536858
57.38009754,0.002572932384
57.4282325,0.002640809253
57.46761566,0.002703413701
57.50262291,0.002758574733
57.54638197,0.00282680605
57.62077237,0.002884846975
57.71704231,0.002872280168
57.80456043,0.002808935943
57.89207856,0.00275772889
57.98834849,0.002707219994
58.08461843,0.00265912779
58.18088836,0.002615868974
58.2771583,0.002572368489
58.37342823,0.002533218052
58.46969817,0.002497934325
58.51830763,0.00246965901
58.61457757,0.002436550307
58.7108475,0.002408758331
58.80711744,0.002390874798
58.90338737,0.002392083145
58.9952814,0.002425747687
59.06967181,0.002486472293
59.12218268,0.002544576512
59.16594174,0.002605187189
59.2097008,0.0026689879
59.24908396,0.002733320285
59.28409121,0.002795791815
59.31909846,0.002854608096
59.35848161,0.002915683986
59.42499539,0.002971775445
59.51601423,0.002956622776
59.59040464,0.002888502224
59.66479504,0.002833156584
59.74793726,0.002775056584
59.83983129,0.002716886768
59.93610123,0.002666136202
60.03237116,0.002623602394
60.1286411,0.002583001941
60.22491103,0.002546751537
60.32118097,0.002510017794
60.4174509,0.002474009059
60.51372084,0.002442592041
60.60999077,0.002418666775
60.70626071,0.002405544128
60.80253064,0.002410691686
60.89880058,0.00245056713
60.97756689,0.002511536858
61.03445367,0.002572932384
61.08258864,0.002640809253
61.12197179,0.002703413701
61.15697904,0.002758574733
61.2007381,0.00282680605
61.27512851,0.002884846975
61.37139844,0.002872280168
61.45891657,0.002808935943
61.54643469,0.00275772889
61.64270463,0.002707219994
61.73897456,0.00265912779
61.8352445,0.002615868974
61.93151443,0.002572368489
62.02778437,0.002533218052
62.1240543,0.002497934325
62.17266377,0.00246965901
62.2689337,0.002436550307
62.36520364,0.002408758331
62.46147357,0.002390874798
62.55774351,0.002392083145
62.64963754,0.002425747687
62.72402794,0.002486472293
62.77653882,0.002544576512
62.82029788,0.002605187189
62.86405694,0.0026689879
62.90344009,0.002733320285
62.93844734,0.002795791815
62.97345459,0.002854608096
63.01283775,0.002915683986
63.07935152,0.002971775445
63.17037037,0.002956622776
63.24476078,0.002888502224
63.31915118,0.002833156584
63.4022934,0.002775056584
63.49418743,0.002716886768
63.59045736,0.002666136202
63.6867273,0.002623602394
63.78299723,0.002583001941
63.87926717,0.002546751537
63.9755371,0.002510017794
64.07180704,0.002474009059
64.16807697,0.002442592041
64.26434691,0.002418666775
64.36061684,0.002405544128
64.45688678,0.002410691686
64.55315672,0.00245056713
64.63192303,0.002511536858
64.68880981,0.002572932384
64.73694477,0.002640809253
64.77632793,0.002703413701
64.81133518,0.002758574733
64.85509424,0.00282680605
64.92948464,0.002884846975
65.02575458,0.002872280168
65.1132727,0.002808935943
65.20079083,0.00275772889
65.29706076,0.002707219994
65.3933307,0.00265912779
65.48960063,0.002615868974
65.58587057,0.002572368489
65.6821405,0.002533218052
65.77841044,0.002497934325
65.8270199,0.00246965901
65.92328984,0.002436550307
66.01955977,0.002408758331
66.11582971,0.002390874798
66.21209964,0.002392083145
66.30399367,0.002425747687
66.37838408,0.002486472293
66.43089495,0.002544576512
66.47465401,0.002605187189
66.51841307,0.0026689879
66.55779623,0.002733320285
66.59280348,0.002795791815
66.62781073,0.002854608096
66.66719388,0.002915683986
66.73370766,0.002971775445
66.82472651,0.002956622776
66.89911691,0.002888502224
66.97350732,0.002833156584
67.05664953,0.002775056584
67.14854356,0.002716886768
67.2448135,0.002666136202
67.34108343,0.002623602394
67.43735337,0.002583001941
67.5336233,0.002546751537
67.62989324,0.002510017794
67.72616317,0.002474009059
67.82243311,0.002442592041
67.91870304,0.002418666775
68.01497298,0.002405544128
68.11124292,0.002410691686
68.20751285,0.00245056713
68.28627916,0.002511536858
68.34316594,0.002572932384
68.39130091,0.002640809253
68.43068406,0.002703413701
68.46569131,0.002758574733
68.50945038,0.00282680605
68.58384078,0.002884846975
68.68011072,0.002872280168
68.76762884,0.002808935943
68.85514696,0.00275772889
68.9514169,0.002707219994
69.04768683,0.00265912779
69.14395677,0.002615868974
69.2402267,0.002572368489
69.33649664,0.002533218052
69.43276657,0.002497934325
69.48137604,0.00246965901
69.57764597,0.002436550307
69.67391591,0.002408758331
69.77018584,0.002390874798
69.86645578,0.002392083145
69.95834981,0.002425747687
70.03274021,0.002486472293
70.08525109,0.002544576512
70.12901015,0.002605187189
70.17276921,0.0026689879
70.21215237,0.002733320285
70.24715962,0.002795791815
70.28216686,0.002854608096
70.32155002,0.002915683986
70.38806379,0.002971775445
70.47908264,0.002956622776
70.55347305,0.002888502224
70.62786345,0.002833156584
70.71100567,0.002775056584
70.8028997,0.002716886768
70.89916963,0.002666136202
70.99543957,0.002623602394
71.0917095,0.002583001941
71.18797944,0.002546751537
71.28424937,0.002510017794
71.38051931,0.002474009059
71.47678924,0.002442592041
71.57305918,0.002418666775
71.66932912,0.002405544128
71.76559905,0.002410691686
71.86186899,0.00245056713
71.9406353,0.002511536858
71.99752208,0.002572932384
72.04565704,0.002640809253
72.0850402,0.002703413701
72.12004745,0.002758574733
72.16380651,0.00282680605
72.23819692,0.002884846975
72.33446685,0.002872280168
72.42198497,0.002808935943
72.5095031,0.00275772889
72.60577303,0.002707219994
72.70204297,0.00265912779
72.7983129,0.002615868974
72.89458284,0.002572368489
72.99085277,0.002533218052
73.08712271,0.002497934325
73.13573217,0.00246965901
73.23200211,0.002436550307
73.32827204,0.002408758331
73.42454198,0.002390874798
73.52081192,0.002392083145
73.61270594,0.002425747687
73.68709635,0.002486472293
73.73960722,0.002544576512
73.78336628,0.002605187189
73.82712535,0.0026689879
73.8665085,0.002733320285
73.90151575,0.002795791815
73.936523,0.002854608096
73.97590616,0.002915683986
74.04241993,0.002971775445
74.13343878,0.002956622776
74.20782918,0.002888502224
74.28221959,0.002833156584
74.3653618,0.002775056584
74.45725583,0.002716886768
74.55352577,0.002666136202
74.6497957,0.002623602394
74.74606564,0.002583001941
74.84233557,0.002546751537
74.93860551,0.002510017794
75.03487544,0.002474009059
75.13114538,0.002442592041
75.22741532,0.002418666775
75.32368525,0.002405544128
75.41995519,0.002410691686
75.51622512,0.00245056713
75.59499143,0.002511536858
75.65187821,0.002572932384
75.70001318,0.002640809253
75.73939634,0.002703413701
75.77440359,0.002758574733
75.81816265,0.00282680605
75.89255305,0.002884846975
75.98882299,0.002872280168
76.07634111,0.002808935943
76.16385923,0.00275772889
76.26012917,0.002707219994
76.3563991,0.00265912779
76.45266904,0.002615868974
76.54893897,0.002572368489
76.64520891,0.002533218052
76.74147885,0.002497934325
76.79008831,0.00246965901
76.88635824,0.002436550307
76.98262818,0.002408758331
77.07889812,0.002390874798
77.17516805,0.002392083145
77.26706208,0.002425747687
77.34145248,0.002486472293
77.39396336,0.002544576512
77.43772242,0.002605187189
77.48148148,0.0026689879
77.52086464,0.002733320285
77.55587189,0.002795791815
77.59087914,0.002854608096
77.63026229,0.002915683986
77.69677606,0.002971775445
77.78779491,0.002956622776
77.86218532,0.002888502224
77.93657572,0.002833156584
78.01971794,0.002775056584
78.11161197,0.002716886768
78.2078819,0.002666136202
78.30415184,0.002623602394
78.40042177,0.002583001941
78.49669171,0.002546751537
78.59296164,0.002510017794
78.68923158,0.002474009059
78.78550152,0.002442592041
78.88177145,0.002418666775
78.97804139,0.002405544128
79.07431132,0.002410691686
79.17058126,0.00245056713
79.24934757,0.002511536858
79.30623435,0.002572932384
79.35436932,0.002640809253
79.39375247,0.002703413701
79.42875972,0.002758574733
79.47251878,0.00282680605
79.54690919,0.002884846975
79.64317912,0.002872280168
79.73069725,0.002808935943
79.81821537,0.00275772889
79.9144853,0.002707219994
80.01075524,0.00265912779
80.10702517,0.002615868974
80.20329511,0.002572368489
80.29956505,0.002533218052
80.39583498,0.002497934325
80.44444444,0.00246965901
80.54071438,0.002436550307
80.63698432,0.002408758331
80.73325425,0.002390874798
80.82952419,0.002392083145
80.92141822,0.002425747687
80.99580862,0.002486472293
81.04831949,0.002544576512
81.09207856,0.002605187189
81.13583762,0.0026689879
81.17522077,0.002733320285
81.21022802,0.002795791815
81.24523527,0.002854608096
81.28461843,0.002915683986
81.3511322,0.002971775445
81.44215105,0.002956622776
81.51654145,0.002888502224
81.59093186,0.002833156584
81.67407407,0.002775056584
81.7659681,0.002716886768
81.86223804,0.002666136202
81.95850797,0.002623602394
82.05477791,0.002583001941
82.15104784,0.002546751537
82.24731778,0.002510017794
82.34358772,0.002474009059
82.43985765,0.002442592041
82.53612759,0.002418666775
82.63239752,0.002405544128
82.72866746,0.002410691686
82.82493739,0.00245056713
82.9037037,0.002511536858
82.96059048,0.002572932384
83.00872545,0.002640809253
83.04810861,0.002703413701
83.08311586,0.002758574733
83.12687492,0.00282680605
83.20126532,0.002884846975
83.29753526,0.002872280168
83.38505338,0.002808935943
83.4725715,0.00275772889
